fecha;mes;festivo;npasajeros;intensidad_evento;inten_lluvia;ocupacion_trafico;semana_mes;day_of_week
2016-01-31;1;0;2068;0;0.0;58.9347826087;2;6
2016-02-01;2;0;4053;0;0.0;58.5361445783;0;0
2016-02-02;2;0;4109;0;0.0;70.7401574803;0;1
2016-02-03;2;0;4241;0;0.0;71.4036144578;0;2
2016-02-04;2;0;4187;0;0.0;83.1782945736;0;3
2016-02-05;2;0;3918;0;0.0;75.1967213115;0;4
2016-02-06;2;0;2382;0;0.0;51.9636363636;0;5
2016-02-07;2;0;1940;0;0.0;60.3292682927;0;6
2016-02-08;2;0;4264;0;0.0;60.06875;1;0
2016-02-09;2;0;3757;0;0.6;79.109375;1;1
2016-02-10;2;0;3972;0;0.0;84.3314285714;1;2
2016-02-11;2;0;3957;0;0.3;90.3309352518;1;3
2016-02-12;2;0;3597;0;4.4;109.317757009;1;4
2016-02-13;2;0;2230;0;2.3;76.3366336634;1;5
2016-02-14;2;0;1773;0;0.5;70.4186046512;1;6
2016-02-15;2;0;3825;0;0.0;76.852173913;1;0
2016-02-16;2;0;3792;0;0.0;56.3506493506;1;1
2016-02-17;2;0;4006;0;0.0;76.3333333333;1;2
2016-02-18;2;0;3845;0;1.5;71.6315789474;1;3
2016-02-19;2;0;3946;0;0.0;84.6044776119;1;4
2016-02-20;2;0;2805;0;0.0;62.435483871;1;5
2016-02-21;2;0;2105;0;0.0;57.2772277228;1;6
2016-02-22;2;0;4018;0;0.0;55.6049382716;2;0
2016-02-23;2;0;4133;0;0.0;58.1428571429;2;1
2016-02-24;2;0;4128;0;1.4;71.2649006623;2;2
2016-02-25;2;0;4012;0;0.1;73.9507042254;2;3
2016-02-26;2;0;3435;0;4.2;109.138888889;2;4
2016-02-27;2;0;2152;0;0.0;85.1758241758;2;5
2016-02-28;2;0;1887;0;0.0;61.1558441558;2;6
2016-02-29;2;0;4018;0;0.0;55.6049382716;2;0
2016-03-01;3;0;3947;0;0.0;58.8559322034;0;1
2016-03-02;3;0;4202;0;0.0;55.2913907285;0;2
2016-03-03;3;0;3741;0;0.0;67.9901960784;0;3
2016-03-04;3;0;3803;0;3.4;75.3984962406;0;4
2016-03-05;3;0;2416;0;0.0;58.3300970874;0;5
2016-03-06;3;0;1977;0;0.0;57.0789473684;0;6
2016-03-07;3;0;3692;0;0.0;56.4057971014;0;0
2016-03-08;3;0;3845;0;0.0;65.4057971014;1;1
2016-03-09;3;0;4144;0;0.0;71.7578125;1;2
2016-03-10;3;0;3855;0;0.0;77.9;1;3
2016-03-11;3;0;4020;0;0.0;99.962962963;1;4
2016-03-12;3;0;2620;0;0.0;0.0;1;5
2016-03-13;3;0;2169;0;0.0;0.0;1;6
2016-03-14;3;0;3841;0;0.0;55.3442622951;1;0
2016-03-15;3;0;3931;0;0.0;82.5093167702;1;1
2016-03-16;3;0;4074;0;0.0;81.5925925926;1;2
2016-03-17;3;0;3967;0;0.0;73.3684210526;1;3
2016-03-18;3;0;3805;0;2.8;73.4507042254;1;4
2016-03-19;3;0;2153;0;0.2;46.7362637363;1;5
2016-03-20;3;0;1683;0;0.1;53.4935064935;1;6
2016-03-21;3;0;3242;0;9.4;70.0873015873;1;0
2016-03-22;3;0;3176;0;0.1;74.2659574468;2;1
2016-03-23;3;0;3203;0;0.0;42.4796747967;2;2
2016-03-24;3;1;1653;0;0.0;39.8153846154;2;3
2016-03-25;3;1;1734;0;0.1;35.3333333333;2;4
2016-03-26;3;0;2242;0;0.0;43.7272727273;2;5
2016-03-27;3;0;1520;0;0.0;34.7625;2;6
2016-03-28;3;0;3133;0;0.0;68.1130434783;2;0
2016-03-29;3;0;3831;0;0.0;53.6951871658;2;1
2016-03-30;3;0;4040;0;0.0;74.3885350318;2;2
2016-03-31;3;0;3627;0;0.0;86.1415929204;2;3
2016-04-01;4;0;4056;0;0.0;83.3033707865;0;4
2016-04-02;4;0;2604;0;0.0;60.75;0;5
2016-04-03;4;0;1623;0;0.2;61.9230769231;0;6
2016-04-04;4;0;3496;0;4.1;67.1382113821;0;0
2016-04-05;4;0;4004;0;0.7;64.0296296296;0;1
2016-04-06;4;0;4202;0;0.0;77.865248227;0;2
2016-04-07;4;0;4140;0;0.0;79.2662337662;0;3
2016-04-08;4;0;3781;0;0.0;74.1627906977;1;4
2016-04-09;4;0;2709;0;0.0;61.2019230769;1;5
2016-04-10;4;0;1732;0;0.0;54.44;1;6
2016-04-11;4;0;3759;0;2.4;59.1768292683;1;0
2016-04-12;4;0;3641;0;2.9;73.3958333333;1;1
2016-04-13;4;0;4054;0;0.0;61.8418367347;1;2
2016-04-14;4;0;3836;0;0.0;70.7863247863;1;3
2016-04-15;4;0;4144;0;1.2;75.9378881988;1;4
2016-04-16;4;0;1987;0;12.5;65.54;1;5
2016-04-17;4;0;2047;0;0.0;62.8023255814;1;6
2016-04-18;4;0;4022;0;0.0;65.0797546012;1;0
2016-04-19;4;0;3540;0;13.6;69.3286713287;1;1
2016-04-20;4;0;3624;0;2.9;34.7058823529;1;2
2016-04-21;4;0;3795;0;0.1;0.0;1;3
2016-04-22;4;0;4027;0;0.0;0.0;2;4
2016-04-23;4;0;2539;0;3.8;0.0;2;5
2016-04-24;4;0;1774;0;0.0;0.0;2;6
2016-04-25;4;0;3870;0;0.0;0.0;2;0
2016-04-26;4;0;4024;0;0.0;0.0;2;1
2016-04-27;4;0;4307;0;0.0;0.0;2;2
2016-04-28;4;0;4131;0;0.0;0.0;2;3
2016-04-29;4;0;3807;0;0.4;0.0;2;4
2016-04-30;4;0;2480;0;0.0;0.0;2;5
2016-05-01;5;0;1751;0;0.0;56.3218390805;0;6
2016-05-02;5;1;2236;0;0.0;50.4242424242;0;0
2016-05-03;5;0;4027;0;0.0;83.0591715976;0;1
2016-05-04;5;0;4062;0;0.0;100.333333333;0;2
2016-05-05;5;0;3906;0;0.1;77.6590909091;0;3
2016-05-06;5;0;3790;0;4.7;113.920863309;0;4
2016-05-07;5;0;2395;0;1.2;94.693877551;0;5
2016-05-08;5;0;1309;0;7.0;73.3902439024;1;6
2016-05-09;5;0;3286;0;6.1;111.092592593;1;0
2016-05-10;5;0;4021;0;5.5;107.479452055;1;1
2016-05-11;5;0;4258;0;5.7;107.557142857;1;2
2016-05-12;5;0;4055;0;0.0;109.093023256;1;3
2016-05-13;5;0;3606;0;0.3;162.881355932;1;4
2016-05-14;5;0;2346;0;0.0;70.0;1;5
2016-05-15;5;0;1706;0;0.0;54.1166666667;1;6
2016-05-16;5;1;1985;0;0.0;38.5342465753;1;0
2016-05-17;5;0;3834;0;0.0;72.3839285714;1;1
2016-05-18;5;0;4225;0;0.0;81.4437086093;1;2
2016-05-19;5;0;4088;0;0.0;84.5982142857;1;3
2016-05-20;5;0;4095;0;0.0;105.931034483;1;4
2016-05-21;5;0;2660;0;0.0;65.9;1;5
2016-05-22;5;0;1882;0;0.0;58.0594059406;2;6
2016-05-23;5;0;3911;0;0.0;65.9673202614;2;0
2016-05-24;5;0;3972;0;0.0;88.7041420118;2;1
2016-05-25;5;0;3933;0;0.0;70.5416666667;2;2
2016-05-26;5;0;3997;0;0.0;85.0354609929;2;3
2016-05-27;5;0;4000;0;0.0;92.4017094017;2;4
2016-05-28;5;0;2258;0;3.5;81.1384615385;2;5
2016-05-29;5;0;1785;0;0.0;55.65;2;6
2016-05-30;5;0;3912;0;0.0;65.746031746;2;0
2016-05-31;5;0;4253;0;0.0;90.2108433735;2;1
2016-06-01;6;0;4246;0;0.0;80.2857142857;0;2
2016-06-02;6;0;4335;0;0.0;88.2738853503;0;3
2016-06-03;6;0;4085;0;0.0;114.628571429;0;4
2016-06-04;6;0;2517;0;0.0;72.6428571429;0;5
2016-06-05;6;0;1571;0;0.0;56.0416666667;0;6
2016-06-06;6;0;4149;0;0.0;84.7371794872;0;0
2016-06-07;6;0;4118;0;0.0;75.8943661972;0;1
2016-06-08;6;0;3855;0;0.0;75.7696969697;1;2
2016-06-09;6;0;4037;0;0.0;83.5090909091;1;3
2016-06-10;6;0;3400;0;0.0;113.12987013;1;4
2016-06-11;6;0;2479;0;0.0;65.8378378378;1;5
2016-06-12;6;0;1930;0;0.0;51.3835616438;1;6
2016-06-13;6;0;3913;0;0.0;69.7586206897;1;0
2016-06-14;6;0;4693;0;0.0;90.6926605505;1;1
2016-06-15;6;0;4473;0;0.6;72.5666666667;1;2
2016-06-16;6;0;3942;0;0.2;101.568181818;1;3
2016-06-17;6;0;3720;0;0.0;89.7480314961;1;4
2016-06-18;6;0;2200;0;0.0;51.0512820513;1;5
2016-06-19;6;0;1993;0;0.0;46.4225352113;1;6
2016-06-20;6;0;3977;0;0.0;69.2454545455;1;0
2016-06-21;6;0;4077;0;0.0;87.050955414;1;1
2016-06-22;6;0;4178;0;0.0;77.2422360248;2;2
2016-06-23;6;0;4018;0;0.0;77.7117117117;2;3
2016-06-24;6;0;3627;0;0.0;105.432624113;2;4
2016-06-25;6;0;2215;0;0.0;58.9733333333;2;5
2016-06-26;6;0;1521;0;0.0;44.0289855072;2;6
2016-06-27;6;0;3692;0;0.0;90.4160583942;2;0
2016-06-28;6;0;3677;0;0.0;85.8670886076;2;1
2016-06-29;6;0;3674;0;0.0;81.1086956522;2;2
2016-06-30;6;0;3278;0;0.0;73.4027777778;2;3
2016-07-01;7;0;3293;0;0.0;88.8837209302;0;4
2016-07-02;7;0;1803;0;0.0;43.0520833333;0;5
2016-07-03;7;0;1720;0;0.0;37.2285714286;0;6
2016-07-04;7;0;3504;0;0.1;79.9248120301;0;0
2016-07-05;7;0;3669;0;0.0;89.2538461538;0;1
2016-07-06;7;0;3689;0;3.4;68.36;0;2
2016-07-07;7;0;3470;0;0.0;73.3125;0;3
2016-07-08;7;0;3285;0;0.0;83.4479166667;1;4
2016-07-09;7;0;1878;0;0.0;42.2096774194;1;5
2016-07-10;7;0;1561;0;0.0;55.0615384615;1;6
2016-07-11;7;0;3078;0;0.0;64.982300885;1;0
2016-07-12;7;0;3309;0;0.0;72.9735099338;1;1
2016-07-13;7;0;3335;0;0.0;96.1709401709;1;2
2016-07-14;7;0;2896;0;0.0;105.83908046;1;3
2016-07-15;7;0;2591;0;0.0;86.3066666667;1;4
2016-07-16;7;0;1832;0;0.0;50.36;1;5
2016-07-17;7;0;1463;0;0.0;40.53125;1;6
2016-07-18;7;0;2478;0;0.0;73.2577319588;1;0
2016-07-19;7;0;2791;0;0.0;69.6734693878;1;1
2016-07-20;7;0;2845;0;0.0;81.2653061224;1;2
2016-07-21;7;0;2948;0;0.0;107.01;1;3
2016-07-22;7;0;2669;0;0.0;103.309090909;2;4
2016-07-23;7;0;1825;0;0.0;37.8971962617;2;5
2016-07-24;7;0;1415;0;0.0;28.4833333333;2;6
2016-07-25;7;1;1402;0;0.0;44.2321428571;2;0
2016-07-26;7;0;2644;0;0.0;84.3389830508;2;1
2016-07-27;7;0;2465;0;0.0;88.1481481481;2;2
2016-07-28;7;0;2190;0;0.0;84.4117647059;2;3
2016-07-29;7;0;2221;0;0.0;82.0158730159;2;4
2016-07-30;7;0;1526;0;0.0;51.6875;2;5
2016-07-31;7;0;954;0;0.0;4.0;2;6
2016-08-01;8;0;2301;0;0.0;68.2761904762;0;0
2016-08-02;8;0;2275;0;0.0;61.0338983051;0;1
2016-08-03;8;0;2382;0;0.0;41.9473684211;0;2
2016-08-04;8;0;2089;0;0.0;53.7910447761;0;3
2016-08-05;8;0;2096;0;0.0;60.7105263158;0;4
2016-08-06;8;0;1261;0;0.0;0.0;0;5
2016-08-07;8;0;1156;0;0.0;0.0;0;6
2016-08-08;8;0;2092;0;0.0;43.6666666667;1;0
2016-08-09;8;0;2105;0;0.0;46.537037037;1;1
2016-08-10;8;0;2111;0;0.0;49.3255813953;1;2
2016-08-11;8;0;2159;0;0.0;60.2753623188;1;3
2016-08-12;8;0;1884;0;0.0;53.4326923077;1;4
2016-08-13;8;0;1254;0;0.0;43.5090909091;1;5
2016-08-14;8;0;1182;0;0.0;33.1186440678;1;6
2016-08-15;8;1;1127;0;0.0;31.0677966102;1;0
2016-08-16;8;0;2143;0;0.0;46.4057971014;1;1
2016-08-17;8;0;2097;0;0.0;52.6388888889;1;2
2016-08-18;8;0;1864;0;0.0;57.3048780488;1;3
2016-08-19;8;0;1951;0;0.0;54.8571428571;1;4
2016-08-20;8;0;1331;0;0.0;36.7826086957;1;5
2016-08-21;8;0;1095;0;0.0;31.693877551;1;6
2016-08-22;8;0;1999;0;0.0;47.18;2;0
2016-08-23;8;0;2126;0;0.0;44.6756756757;2;1
2016-08-24;8;0;2057;0;0.0;49.3333333333;2;2
2016-08-25;8;0;2275;0;0.0;48.5882352941;2;3
2016-08-26;8;0;2116;0;0.0;61.018018018;2;4
2016-08-27;8;0;1073;0;0.0;39.625;2;5
2016-08-28;8;0;1195;0;0.0;30.7096774194;2;6
2016-08-29;8;0;2432;0;0.0;59.1359223301;2;0
2016-08-30;8;0;2612;0;0.0;78.0378787879;2;1
2016-08-31;8;0;2631;0;0.0;67.8738738739;2;2
2016-09-01;9;0;2399;0;0.0;89.9746835443;0;3
2016-09-02;9;0;2330;0;0.0;108.461538462;0;4
2016-09-03;9;0;1532;0;0.0;53.3970588235;0;5
2016-09-04;9;0;1218;0;0.0;49.9016393443;0;6
2016-09-05;9;0;2527;0;0.0;90.14;0;0
2016-09-06;9;0;2578;0;0.0;81.4038461538;0;1
2016-09-07;9;0;2975;0;0.0;79.8974358974;0;2
2016-09-08;9;0;2834;0;0.0;98.3076923077;1;3
2016-09-09;9;0;2703;0;0.0;118.658227848;1;4
2016-09-10;9;0;1731;0;0.0;67.8518518519;1;5
2016-09-11;9;0;574;0;0.0;37.1428571429;1;6
2016-09-12;9;0;3159;0;0.0;81.7565217391;1;0
2016-09-13;9;0;2927;0;3.9;77.2680412371;1;1
2016-09-14;9;0;3338;0;0.0;95.3191489362;1;2
2016-09-15;9;0;3124;0;0.0;95.6202531646;1;3
2016-09-16;9;0;3269;0;0.0;88.256;1;4
2016-09-17;9;0;2305;0;0.0;53.7064220183;1;5
2016-09-18;9;0;1707;0;0.0;49.5789473684;1;6
2016-09-19;9;0;3453;0;0.0;78.7685950413;1;0
2016-09-20;9;0;3655;0;0.0;83.5029239766;1;1
2016-09-21;9;0;3785;0;0.0;109.984251969;1;2
2016-09-22;9;0;3567;0;0.0;70.9759036145;2;3
2016-09-23;9;0;3597;0;0.0;124.980769231;2;4
2016-09-24;9;0;2424;0;0.0;57.0810810811;2;5
2016-09-25;9;0;1882;0;0.0;57.4555555556;2;6
2016-09-26;9;0;3210;0;0.0;73.45;2;0
2016-09-27;9;0;3642;0;0.0;102.388888889;2;1
2016-09-28;9;0;3983;0;0.0;85.8531468531;2;2
2016-09-29;9;0;3618;0;0.0;87.7666666667;2;3
2016-09-30;9;0;3860;0;0.0;101.012269939;2;4
2016-10-01;10;0;2780;0;0.0;74.0283018868;0;5
2016-10-02;10;0;1601;0;0.0;54.9294117647;0;6
2016-10-03;10;0;4065;0;0.0;63.893442623;0;0
2016-10-04;10;0;4052;0;0.0;77.6696428571;0;1
2016-10-05;10;0;4160;0;0.0;97.308411215;0;2
2016-10-06;10;0;3848;0;0.0;73.4936708861;0;3
2016-10-07;10;0;3571;0;0.0;109.027586207;0;4
2016-10-08;10;0;2684;0;0.0;79.5765765766;1;5
2016-10-09;10;0;1920;0;0.0;65.3636363636;1;6
2016-10-10;10;0;3738;0;0.0;74.1705426357;1;0
2016-10-11;10;0;3606;0;0.0;84.5773195876;1;1
2016-10-12;10;1;1437;0;7.0;39.884057971;1;2
2016-10-13;10;0;4121;0;0.9;79.7096774194;1;3
2016-10-14;10;0;3999;0;0.4;88.1550802139;1;4
2016-10-15;10;0;2603;0;0.0;72.3164556962;1;5
2016-10-16;10;0;1947;0;0.0;68.0303030303;1;6
2016-10-17;10;0;4009;0;0.0;61.2222222222;1;0
2016-10-18;10;0;4313;0;0.0;67.0685714286;1;1
2016-10-19;10;0;4300;0;2.2;84.8851351351;1;2
2016-10-20;10;0;3931;0;1.5;88.4523809524;1;3
2016-10-21;10;0;4090;0;0.0;74.1916666667;1;4
2016-10-22;10;0;2288;0;6.9;69.4623655914;2;5
2016-10-23;10;0;1857;0;5.2;68.7692307692;2;6
2016-10-24;10;0;3853;0;0.5;62.6637931034;2;0
2016-10-25;10;0;4303;0;0.9;70.5362318841;2;1
2016-10-26;10;0;4193;0;0.2;81.5588235294;2;2
2016-10-27;10;0;4166;0;0.0;76.4689655172;2;3
2016-10-28;10;0;4184;0;0.0;77.7966101695;2;4
2016-10-29;10;0;2485;0;0.0;66.4;2;5
2016-10-30;10;0;2064;0;0.0;60.0;2;6
2016-10-31;10;0;3694;0;0.0;64.6206896552;2;0
2016-11-01;11;1;2264;0;0.0;49.6814159292;0;1
2016-11-02;11;0;4273;0;0.0;55.6020942408;0;2
2016-11-03;11;0;4114;0;0.0;66.515625;0;3
2016-11-04;11;0;3789;0;4.3;86.3129251701;0;4
2016-11-05;11;0;2177;0;11.6;58.9204545455;0;5
2016-11-06;11;0;2206;0;0.0;72.2553191489;0;6
2016-11-07;11;0;3846;0;0.5;66.487394958;0;0
2016-11-08;11;0;4096;0;0.0;68.4031007752;1;1
2016-11-09;11;1;2441;0;0.0;54.3333333333;1;2
2016-11-10;11;0;4072;0;0.0;80.5810810811;1;3
2016-11-11;11;0;4023;0;0.0;91.8467741935;1;4
2016-11-12;11;0;2902;0;0.0;70.7857142857;1;5
2016-11-13;11;0;2303;0;0.0;59.0081300813;1;6
2016-11-14;11;0;3970;0;0.0;70.6338797814;1;0
2016-11-15;11;0;4179;0;0.0;67.198757764;1;1
2016-11-16;11;0;4106;0;0.0;68.64375;1;2
2016-11-17;11;0;3751;0;0.0;69.9108280255;1;3
2016-11-18;11;0;3886;0;0.0;102.3359375;1;4
2016-11-19;11;0;2579;0;0.0;61.5081967213;1;5
2016-11-20;11;0;1185;0;4.5;52.5;1;6
2016-11-21;11;0;3930;0;0.0;77.9383561644;1;0
2016-11-22;11;0;3928;0;0.0;92.2406015038;2;1
2016-11-23;11;0;3935;0;0.0;84.4537037037;2;2
2016-11-24;11;0;4145;0;0.0;95.6846153846;2;3
2016-11-25;11;0;4124;0;2.4;96.7807017544;2;4
2016-11-26;11;0;2236;0;13.7;70.0136986301;2;5
2016-11-27;11;0;1855;0;4.9;67.9014084507;2;6
2016-11-28;11;0;4252;0;0.0;66.8;2;0
2016-11-29;11;0;4130;0;0.5;71.3417721519;2;1
2016-11-30;11;0;4224;0;0.0;96.8852459016;2;2
2016-12-01;12;0;3831;0;0.0;93.8472222222;0;3
2016-12-02;12;0;4070;0;0.0;70.2159090909;0;4
2016-12-03;12;0;2923;0;1.8;52.8658536585;0;5
2016-12-04;12;0;1734;0;0.4;44.6571428571;0;6
2016-12-05;12;0;3156;0;0.0;70.3896103896;0;0
2016-12-06;12;1;2426;0;0.0;55.1826923077;0;1
2016-12-07;12;0;3838;0;0.0;68.0504201681;0;2
2016-12-08;12;1;2171;0;0.0;35.3008130081;1;3
2016-12-09;12;0;3826;0;0.0;56.2796610169;1;4
2016-12-10;12;0;2954;0;0.0;40.4621848739;1;5
2016-12-11;12;0;2106;0;0.0;50.3962264151;1;6
2016-12-12;12;0;4021;0;0.0;64.5166666667;1;0
2016-12-13;12;0;3985;0;0.0;71.816;1;1
2016-12-14;12;0;3934;0;3.5;76.027027027;1;2
2016-12-15;12;0;4093;0;0.8;69.3165467626;1;3
2016-12-16;12;0;3301;0;2.4;75.5515151515;1;4
2016-12-17;12;0;2692;0;0.0;42.1758241758;1;5
2016-12-18;12;0;1954;0;0.0;38.5238095238;1;6
2016-12-19;12;0;4236;0;0.0;75.4782608696;1;0
2016-12-20;12;0;4585;0;0.0;70.5766871166;1;1
2016-12-21;12;0;4014;0;0.0;65.6201117318;1;2
2016-12-22;12;0;4032;0;0.0;63.0763358779;2;3
2016-12-23;12;0;3785;0;0.0;67.0053191489;2;4
2016-12-24;12;0;1649;0;0.0;48.693877551;2;5
2016-12-25;12;0;1139;0;0.0;39.6363636364;2;6
2016-12-26;12;1;2241;0;0.0;52.1428571429;2;0
2016-12-27;12;0;3603;0;0.0;64.8660714286;2;1
2016-12-28;12;0;4152;0;0.0;80.0;2;2
2016-12-29;12;0;3864;0;0.0;41.4375;2;3
2016-12-30;12;0;3333;0;0.0;53.2530120482;2;4
2016-12-31;12;0;1388;0;0.0;29.125;2;5
2017-01-01;1;0;929;0;0.0;20.6285714286;0;6
2017-01-02;1;0;3316;0;0.0;56.4431818182;0;0
2017-01-03;1;0;3585;0;0.0;61.4431818182;0;1
2017-01-04;1;0;3908;0;0.0;75.3826086957;0;2
2017-01-05;1;0;2874;0;0.0;64.0568181818;0;3
2017-01-06;1;1;1371;0;0.0;44.1666666667;0;4
2017-01-07;1;0;2864;0;0.0;38.275862069;0;5
2017-01-08;1;0;1847;0;0.0;34.5416666667;1;6
2017-01-09;1;0;3727;0;0.0;52.6129032258;1;0
2017-01-10;1;0;3893;0;0.0;62.838028169;1;1
2017-01-11;1;0;3853;0;0.0;59.3706896552;1;2
2017-01-12;1;0;4032;0;0.0;59.404109589;1;3
2017-01-13;1;0;3976;0;0.0;51.6369863014;1;4
2017-01-14;1;0;2455;0;0.0;50.4875;1;5
2017-01-15;1;0;1812;0;0.0;39.3195876289;1;6
2017-01-16;1;0;3493;0;0.0;56.0218978102;1;0
2017-01-17;1;0;3650;0;0.0;63.5573770492;1;1
2017-01-18;1;0;3570;0;0.0;69.7297297297;1;2
2017-01-19;1;0;3525;0;0.0;57.1585365854;1;3
2017-01-20;1;0;3438;0;0.0;53.1942857143;1;4
2017-01-21;1;0;2457;0;0.0;61.9166666667;1;5
2017-01-22;1;0;1631;0;0.0;49.2461538462;2;6
2017-01-23;1;0;3572;0;0.0;58.208;2;0
2017-01-24;1;0;3956;0;0.0;58.2068965517;2;1
2017-01-25;1;0;3795;0;0.0;59.253968254;2;2
2017-01-26;1;0;3705;0;0.0;70.1907894737;2;3
2017-01-27;1;0;3232;0;3.7;62.2527472527;2;4
2017-01-28;1;0;2360;0;0.0;60.0705882353;2;5
2017-01-29;1;0;1657;0;1.2;42.2247191011;2;6
2017-01-30;1;0;3460;0;0.0;54.9205298013;2;0
2017-01-31;1;0;3637;0;0.1;55.262295082;2;1
2017-02-01;2;0;3541;0;0.0;63.3559322034;0;2
2017-02-02;2;0;3623;0;2.4;53.9298245614;0;3
2017-02-03;2;0;3469;0;0.1;63.6912751678;0;4
2017-02-04;2;0;2373;0;0.3;55.7340425532;0;5
2017-02-05;2;0;1590;0;0.0;38.9230769231;0;6
2017-02-06;2;0;3688;0;0.0;78.2357723577;0;0
2017-02-07;2;0;3726;0;0.8;60.7916666667;0;1
2017-02-08;2;0;3978;0;0.0;60.5384615385;1;2
2017-02-09;2;0;3907;0;0.0;77.7604790419;1;3
2017-02-10;2;0;3656;0;2.4;77.7322834646;1;4
2017-02-11;2;0;1870;0;0.0;53.3289473684;1;5
2017-02-12;2;0;1549;0;4.2;42.3114754098;1;6
2017-02-13;2;0;3464;0;0.0;58.1879699248;1;0
2017-02-14;2;0;3801;0;0.0;73.288;1;1
2017-02-15;2;0;3897;0;4.2;70.4191176471;1;2
2017-02-16;2;0;3935;0;0.0;81.6363636364;1;3
2017-02-17;2;0;4256;0;0.0;80.8629032258;1;4
2017-02-18;2;0;2557;0;0.0;40.3253012048;1;5
2017-02-19;2;0;2028;0;0.0;63.359375;1;6
2017-02-20;2;0;3578;0;0.0;64.0575539568;1;0
2017-02-21;2;0;3824;0;0.0;58.4710144928;1;1
2017-02-22;2;0;3752;0;0.0;65.5931034483;2;2
2017-02-23;2;0;3913;0;1.4;76.4678899083;2;3
2017-02-24;2;0;4199;0;0.0;76.3796791444;2;4
2017-02-25;2;0;2534;0;0.0;65.0153846154;2;5
2017-02-26;2;0;1816;0;0.0;55.3333333333;2;6
2017-02-27;2;0;3990;0;0.0;65.6788321168;2;0
2017-02-28;2;0;3876;0;0.0;74.7540983607;2;1
